caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
A man kicking a soccer ball during a soccer game.,10,174,138,0,5,1,14
Several men are playing soccer on a field.,8,162,162,0,5,4,13
Soccer players in orange and grey uniforms on a field. ,10,162,162,0,3,231,453
Two women in a room with one of them holding a cake.,12,186,174,0,3,11,93
A lady holding a cake with candles on it while a lady near her is making gestures with her fingers.,20,318,288,0,5,8,115
One woman carrying a cake with candles and another woman in the background.,13,198,192,0,3,102,389
"2 women, one holding a cake, the other holding up her index finger",13,210,210,0,4,562,1947
a person holding a small cake with candles,8,138,126,0,3,102,423
A couple of windows sitting inside of a room.,9,162,150,0,5,125,357
a room with some big window on the side of it ,11,174,174,0,3,114,128
The older hospital room looks like it could be remodeled.,10,186,186,0,4,148,667
An old doctors office with two windows with curatins.,9,150,150,0,3,77,82
An assortment of rags hang on a metal rack.,9,162,162,0,5,661,2217
A messy room with door and bed and chair.,9,150,132,0,3,86,160
A bedroom in an old house that is being renovated ,10,198,198,0,4,11,25
View of a very messy bedroom with boxes and bags covering the floor.,13,210,210,0,4,48,325
a messy bed room a bed a chair and boxes,10,162,162,0,3,96,401
A messy bedroom has one red brick wall.,8,138,138,0,3,249,879
A baby in plaid shirt eating a frosted cake.,9,150,138,0,3,6,12
The young is enjoying his cake so much its all over him. ,12,270,270,0,8,2866,7942
A toddler eats cake with his hands in his high chair.,11,186,174,0,5,129,375
A toddler is getting messy while eating his cake. ,9,198,198,0,6,14,18
Baby boy at the table eating cake frosting off his hand.,11,174,174,0,4,675,1144
a group of kids playing soccer in a field,9,162,150,0,5,2,13
A group of kids playing soccer wearing blue and orange uniforms. ,11,198,198,0,6,369,1688
The goalkeeper in orange grabs the ball among a group of children playing soccer.,14,222,210,0,5,532,2134
A little boy grips a soccer ball in his arms surrounded by other youth soccer players.,16,270,246,0,7,155,653
"A youth holds a soccer ball while another youth is behind him, looking at the first youth.",17,270,246,0,5,85,238
A bed topped with three white pillows covered in a canopy.,11,174,162,0,3,103,402
A bed with white and beige linens and a clear drape.,11,198,186,0,6,42,23
A made bed with mosquito netting above it.,8,138,138,0,3,0,1
A bed with white and gray bedding and netting overhead.,10,186,186,0,6,102,680
"A full size bed with mosquito netting above, all in neutral colors.",12,186,186,0,3,94,188
A woman laying in a hospital bed hooded up to machines.,11,198,186,0,5,1785,7567
A young girl lying in a hospital room hooked up to machines,12,210,198,0,5,103,1364
A woman laying in a hospital bed hooked up to an IV and monitors.,14,234,222,0,5,68,1615
A girl in a hospital bed with an IV and monitors. ,11,174,162,0,3,160,1235
A woman is laying in a hospital bed and is hooked up to several machines.,15,294,258,0,6,308,2250
A pizza with vegetables and cheese resting on a board.,10,174,162,0,5,300,1717
There is a pizza with many toppings on it ,9,150,150,0,3,900,3413
A pizza with lots of cheese on a flat brown surface.,11,174,162,0,3,47,714
An overhead view of a pizza on a pizza stone.,10,162,150,0,3,988,3674
A large pizza on a stone pizza cooking tray.,9,150,138,0,3,59,562
A surfer is riding a wave in light blue water.,10,198,186,0,5,39,142
A surfer paddling on a board to go catch a wave.,11,222,198,0,6,1090,3220
A surfer paddles over a wave in clear blue water.,10,186,174,0,5,25,392
A man laying flat on a surfboard paddling through the water,11,210,198,0,5,21,257
a person lying on a surfboard in the ocean.,9,174,162,0,5,5,106
A picture of a young boy laying on top of a bed.,12,198,174,0,5,12,613
Boy sleeping with no blanket in a large bed. ,9,174,174,0,5,40,98
A young boy sleeping on the side of his bed.,10,174,174,0,5,11,22
A young boy sleeping on floral printed sheets,8,150,150,0,5,69,267
A boy asleep on a large bed under a mosquito net,11,186,162,0,5,6,13
A picture of a recently married couple displayed behind glass.,10,186,174,0,5,51,147
A photo of a man and his wife on a bed,11,174,150,0,3,1431,7930
A picture of a couple that just got married lying in a bed.,13,246,222,0,5,771,4366
The picture of the couple in bed is displayed in the large window.,13,222,198,0,5,38,51
a man and a woman are laying in a bed,10,186,162,0,5,289,1005
A man in bowler hat and lab coat by people in a tv frame.,14,210,180,0,3,1192,5744
There are many people sitting inside a screen for love tv,11,186,186,0,5,600,3105
A man in  a jacket standing near a  giant tv,10,174,150,0,5,178,1001
 A man is holdng a mic while looking onto a screen.  ,11,210,186,0,6,96,332
A man looking at a picture of a TV screen.,10,162,138,0,3,225,1440
A young girl eating a slice of pizza.,8,138,126,0,3,0,2
A young girl with a green jacket eating a piece of pepperoni pizza.,13,198,174,0,3,2,8
A girl takes a bite of her pepperoni pizza. ,9,150,138,0,3,7,76
A little girl eating a slice of pizza in a room.,11,186,162,0,5,22,225
Small girl in green shirt holding a slice of pizza to her face. ,13,198,198,0,4,2827,8121
"A chair sitting in the middle of the room, in a black and white photo.",15,246,222,0,5,880,3511
A room with chairs and a large mirror.,8,138,126,0,3,15,33
No one is in the room but there are chairs.,10,162,162,0,3,1449,5937
The bedroom is clean and ready for the guests to use.,11,234,222,0,6,51,408
Three chairs sitting in a room near a mirror.,9,162,150,0,5,95,450
A slice of pizza that is on top of a napkin.,11,186,156,0,4,34,92
a slice of pizza sitting on top of a table.,10,174,144,0,5,2,49
Someone ordered a piece of pizza for dinner that does not have much cheese on it,16,306,306,0,6,4503,18960
A piece of pizza with thousand island dressing and a Coke Zero on the side.,15,222,210,0,3,90,763
A slice of pizza with a swirl of sauce on top.,11,174,144,0,3,75,177
A tennis player hits a high ball in front of an audience. ,12,198,186,0,5,231,920
A lady is taking a shot at doing her best Tennis serve. ,12,210,198,0,4,513,1187
A picture of a person playing in a tennis game.,10,174,150,0,5,1573,4312
A women is reaching to hit a tennis ball.,9,186,174,0,4,167,824
A woman tennis player hitting a tennis ball.,8,138,114,0,3,6,42
a tennis player running to get to the ball,9,174,174,0,4,862,2303
The woman is playing a game of tennis on the court. ,11,198,186,0,5,9,221
A woman reaching with her tennis racquet on a court.,10,186,174,0,5,23,103
a woman running across a tennis court  so she can hit the pall ,13,234,222,0,5,41,279
a female holding a tennis racket and lunging for a tennis ball,12,210,174,0,6,160,1072
An Asian child brushes their teeth with a blue toothbrush.,10,174,174,0,5,0,1
A child holds a toothbrush halfway out of their mouth while brushing their teeth.,14,282,258,0,8,399,1243
A girl with a green shirt brushing her teeth with a blue toothbrush.,13,210,186,0,5,1,3
A young child brushes their teeth with a blue toothbrush.,10,174,162,0,5,0,0
A young girl who is brushing her teeth with a toothbrush.,11,210,198,0,5,125,161
A boy draped in a blanket holds a remote control on a couch,13,222,186,0,5,7,51
A boy sitting on top of a couch under a pink blanket.,12,210,186,0,5,122,244
A little boy sitting down with his blanket and a toy.,11,198,186,0,5,239,753
a kid is wearing a blanket on a coach,9,174,150,0,5,16,39
A boy covered up with his blanket holding the television remote,11,186,186,0,4,301,1177
A little boy with a pink blanket and a remote control sitting on a couch.,15,234,198,0,5,37,97
Three young men playing Wii on a projection television.,9,162,162,0,5,12,38
Three men laughing at some pictures from a projector.,9,150,150,0,3,50,145
A group of gentleman playing video games in a dimly lit room.,12,210,198,0,5,139,274
Some people chilling on the couch playing with a Nintendo Wii,11,186,186,0,5,40,184
A group of men playing a game with remote controllers.,10,162,150,0,3,4,87
A LITTLE ROOM AND DINING ROOM AREA WITH FURNITURE,9,150,150,0,3,7,37
 a living room with a big table next to a book shelf ,12,186,162,0,3,76,533
A living room decorated with a modern theme. ,8,138,126,0,3,48,281
a living room with wooden floors and furniture,8,138,138,0,3,55,176
The large room has a wooden table with chairs and a couch.,12,186,174,0,3,79,556
a living room that has some couches and tables in it,11,198,198,0,5,88,219
A living room with the walls painted orange-red color.  ,9,150,150,0,3,1538,6688
The room has red walls with a blue chair,9,150,150,0,3,5,57
"The room has red wall, white carpet and matching furniture.",10,162,162,0,3,8,30
A well-lit and well-decorated living room shows a glimpse of a glass front door through the corridor. ,17,270,246,0,6,56,489
a cat laying on top of a chair in the living room ,12,210,198,0,5,1512,11643
a living room with a couch and large television,9,150,138,0,3,8,6
"A room with a couch, chair, table and television in it. ",11,174,162,0,3,15,85
"A living room with a chair, couch, and a TV",10,162,138,0,3,5,8
Cat sitting on recliner back in room facing the television,10,174,174,0,5,823,7172
A group of women playing a game of soccer on field.,11,186,156,0,5,76,184
young females playing soccer on a green soccer field,9,162,162,0,5,26,36
A group of women running after a soccer ball,9,150,138,0,3,5,24
Girls face to a soccer ball during a game.,9,162,150,0,5,658,3307
A soccer game where a girl in white is dribbling ahead of the girl in blue.,16,258,222,0,5,736,1953
Group of small children running down the field playing soccer.,10,174,174,0,5,3,13
A group of young children playing a game of soccer.,10,162,132,0,3,7,23
people enjoying a game of kick ball with many younger ones involved,12,186,186,0,3,888,2316
boys wearing red shirts running around after a soccer ball,10,186,186,0,5,2,1
A group of small children chasing a soccer ball,9,150,138,0,3,6,29
A vendor has lots of different vases for sale.,9,150,150,0,4,499,2462
A view of a bunch of pottery at a very old store.,12,198,156,0,4,426,1386
People in a shop looking at a wide variety of pottery.,11,174,162,0,3,45,107
A family looking at vases and plates in a store.,10,174,162,0,5,87,703
Various pots and plates displayed next to a woman.,9,162,162,0,5,2872,20292
A Man skis using a sail in open snow-packed field.,10,186,174,0,7,42,518
A man on a snowboard para sailing in the snow.,10,186,174,0,5,174,1068
A man on a snowboard using a parachute.,8,138,114,0,3,75,308
A guy standing on a snowboard in the snow.,9,174,162,0,5,72,26
A man is on a snow board with a kite.,10,162,138,0,3,98,185
A girl with a kite running in the grass.,9,162,150,0,5,56,164
A LITTLE GIRL IS RUNNING WITH HER KITE IN A OPEN FIELD,12,222,210,0,5,3,7
a little girl is running on the grass with a kite,11,210,198,0,5,1,2
A young girl running with a kite in a field.,10,186,162,0,5,15,26
A little girl laughs and runs with a kite in a grassy park.,13,246,222,0,6,49,68
A young lady throwing a blue frisbee while standing on a lush green field.,14,246,222,0,6,30,76
A blurred action photo of a girl throwing a disc,10,162,138,0,3,342,1417
A WOMAN IS STANDING LOOKING AT SOMETHING ,7,150,150,0,5,592,1901
a girl wearing an orange shirt on some grass,9,150,150,0,3,103,270
A girl throwing a boomerang in a backyard.,8,150,126,0,5,24,89
An old clock is illuminated at night on a street corner.,11,210,210,0,5,58,492
A large clock sitting on a sidewalk in front of a brick building.,13,222,198,0,5,31,60
Blurry photograph of a lamppost clock light on a street corner,11,174,162,0,3,69,290
A street corner has a clock on a post.,9,150,126,0,3,95,1233
a city street at night with a lit clock on the corner,12,186,174,0,3,217,1961
A baseball player holding a bat next to home plate.,10,174,162,0,5,35,111
"A batter, catcher and umpire in a baseball game with man recording.",12,186,174,0,3,8,10
some baseball players are playing baseball and a camera man,10,174,174,0,4,17,117
a couple of players at a baseball game,8,138,126,0,3,1,5
Batter taking swing at ball during televised baseball game.,9,162,162,0,5,2441,6421
 a castle and the big ben clocktower next to a river ,11,174,162,0,3,17,40
"The enveloping of an outside town in the picture. 
",9,150,138,0,3,840,4234
A barge floating down a river with the skyline in the background.,12,198,174,0,5,16,279
"Tall building sitting on the rivers edge and a barge,",10,174,174,0,5,8,8
