caption,words,operands,distinct_symbols,unseen_symbols,max_type_arity,rank_of_image,rank_among_captions
A white boxy birthday cake with red flowers and blue accents on a decorated table with gray cover and candles.,20,1476,1188,0,3,1313,9819
A two layer cake sitting on a table near candles.,10,828,756,0,5,5,18
a group of adults playing soccer on a field,9,756,684,0,5,1,10
The two teams are kicking a soccer ball.,8,684,684,0,4,8,18
A man kicking a soccer ball during a soccer game.,10,828,612,0,5,53,79
Several men are playing soccer on a field.,8,756,756,0,5,4,12
Soccer players in orange and grey uniforms on a field. ,10,756,756,0,3,4,19
Two women in a room with one of them holding a cake.,12,900,828,0,3,17,73
A lady holding a cake with candles on it while a lady near her is making gestures with her fingers.,20,1692,1512,0,5,35,133
One woman carrying a cake with candles and another woman in the background.,13,972,936,0,3,71,332
"2 women, one holding a cake, the other holding up her index finger",13,1044,1044,0,4,510,2469
a person holding a small cake with candles,8,612,540,0,3,188,1036
A couple of windows sitting inside of a room.,9,756,684,0,5,6,104
a room with some big window on the side of it ,11,828,828,0,3,36,101
The older hospital room looks like it could be remodeled.,10,900,900,0,4,4,89
An old doctors office with two windows with curatins.,9,684,684,0,3,464,1503
An assortment of rags hang on a metal rack.,9,756,756,0,5,115,976
A messy room with door and bed and chair.,9,684,576,0,3,0,8
A bedroom in an old house that is being renovated ,10,972,972,0,4,25,65
View of a very messy bedroom with boxes and bags covering the floor.,13,1044,1044,0,4,54,495
a messy bed room a bed a chair and boxes,10,756,756,0,3,6,30
A messy bedroom has one red brick wall.,8,612,612,0,3,22,268
A baby in plaid shirt eating a frosted cake.,9,684,612,0,3,2,1
The young is enjoying his cake so much its all over him. ,12,1404,1404,0,8,1190,3092
A toddler eats cake with his hands in his high chair.,11,900,828,0,5,9,12
A toddler is getting messy while eating his cake. ,9,972,972,0,6,9,11
Baby boy at the table eating cake frosting off his hand.,11,828,828,0,4,26,599
a group of kids playing soccer in a field,9,756,684,0,5,1,8
A group of kids playing soccer wearing blue and orange uniforms. ,11,972,972,0,6,14,206
The goalkeeper in orange grabs the ball among a group of children playing soccer.,14,1116,1044,0,5,1258,7436
A little boy grips a soccer ball in his arms surrounded by other youth soccer players.,16,1404,1260,0,7,110,331
"A youth holds a soccer ball while another youth is behind him, looking at the first youth.",17,1404,1260,0,5,140,387
A bed topped with three white pillows covered in a canopy.,11,828,756,0,3,6,45
A bed with white and beige linens and a clear drape.,11,972,900,0,6,12,20
A made bed with mosquito netting above it.,8,612,612,0,3,0,9
A bed with white and gray bedding and netting overhead.,10,900,900,0,6,5,40
"A full size bed with mosquito netting above, all in neutral colors.",12,900,900,0,3,39,68
A woman laying in a hospital bed hooded up to machines.,11,972,900,0,5,758,5615
A young girl lying in a hospital room hooked up to machines,12,1044,972,0,5,556,4212
A woman laying in a hospital bed hooked up to an IV and monitors.,14,1188,1116,0,5,284,2587
A girl in a hospital bed with an IV and monitors. ,11,828,756,0,3,233,1058
A woman is laying in a hospital bed and is hooked up to several machines.,15,1548,1332,0,6,209,874
A pizza with vegetables and cheese resting on a board.,10,828,756,0,5,161,1675
There is a pizza with many toppings on it ,9,684,684,0,3,2,89
A pizza with lots of cheese on a flat brown surface.,11,828,756,0,3,15,156
An overhead view of a pizza on a pizza stone.,10,756,684,0,3,10,124
A large pizza on a stone pizza cooking tray.,9,684,612,0,3,1,111
A surfer is riding a wave in light blue water.,10,972,900,0,5,3,137
A surfer paddling on a board to go catch a wave.,11,1116,972,0,6,483,2242
A surfer paddles over a wave in clear blue water.,10,900,828,0,5,1797,7481
A man laying flat on a surfboard paddling through the water,11,1044,972,0,5,46,404
a person lying on a surfboard in the ocean.,9,828,756,0,5,20,217
A picture of a young boy laying on top of a bed.,12,972,828,0,5,2,1
Boy sleeping with no blanket in a large bed. ,9,828,828,0,5,12,44
A young boy sleeping on the side of his bed.,10,828,828,0,5,2,6
A young boy sleeping on floral printed sheets,8,684,684,0,5,2,10
A boy asleep on a large bed under a mosquito net,11,900,756,0,5,0,0
A picture of a recently married couple displayed behind glass.,10,900,828,0,5,28,51
A photo of a man and his wife on a bed,11,828,684,0,3,417,2906
A picture of a couple that just got married lying in a bed.,13,1260,1116,0,5,55,531
The picture of the couple in bed is displayed in the large window.,13,1116,972,0,5,5,13
a man and a woman are laying in a bed,10,900,756,0,5,118,496
A man in bowler hat and lab coat by people in a tv frame.,14,1044,864,0,3,248,1584
There are many people sitting inside a screen for love tv,11,900,900,0,5,71,1109
A man in  a jacket standing near a  giant tv,10,828,684,0,5,107,374
 A man is holdng a mic while looking onto a screen.  ,11,1044,900,0,6,286,1625
A man looking at a picture of a TV screen.,10,756,612,0,3,245,1973
A young girl eating a slice of pizza.,8,612,540,0,3,3,0
A young girl with a green jacket eating a piece of pepperoni pizza.,13,972,828,0,3,0,1
A girl takes a bite of her pepperoni pizza. ,9,684,612,0,3,12,9
A little girl eating a slice of pizza in a room.,11,900,756,0,5,12,11
Small girl in green shirt holding a slice of pizza to her face. ,13,972,972,0,4,0,2
"A chair sitting in the middle of the room, in a black and white photo.",15,1260,1116,0,5,71,322
A room with chairs and a large mirror.,8,612,540,0,3,57,95
No one is in the room but there are chairs.,10,756,756,0,3,92,342
The bedroom is clean and ready for the guests to use.,11,1188,1116,0,6,24,195
Three chairs sitting in a room near a mirror.,9,756,684,0,5,58,242
A slice of pizza that is on top of a napkin.,11,900,720,0,4,14,79
a slice of pizza sitting on top of a table.,10,828,648,0,5,1,33
Someone ordered a piece of pizza for dinner that does not have much cheese on it,16,1620,1620,0,6,2200,5621
A piece of pizza with thousand island dressing and a Coke Zero on the side.,15,1116,1044,0,3,3,211
A slice of pizza with a swirl of sauce on top.,11,828,648,0,3,8,46
A tennis player hits a high ball in front of an audience. ,12,972,900,0,5,13,76
A lady is taking a shot at doing her best Tennis serve. ,12,1044,972,0,4,302,1300
A picture of a person playing in a tennis game.,10,828,684,0,5,163,632
A women is reaching to hit a tennis ball.,9,900,828,0,4,32,226
A woman tennis player hitting a tennis ball.,8,612,468,0,3,30,136
a tennis player running to get to the ball,9,828,828,0,4,68,430
The woman is playing a game of tennis on the court. ,11,972,900,0,5,18,24
A woman reaching with her tennis racquet on a court.,10,900,828,0,5,19,151
a woman running across a tennis court  so she can hit the pall ,13,1188,1116,0,5,88,784
a female holding a tennis racket and lunging for a tennis ball,12,1044,828,0,6,7,30
An Asian child brushes their teeth with a blue toothbrush.,10,828,828,0,5,18,69
A child holds a toothbrush halfway out of their mouth while brushing their teeth.,14,1476,1332,0,8,36,108
A girl with a green shirt brushing her teeth with a blue toothbrush.,13,1044,900,0,5,17,41
A young child brushes their teeth with a blue toothbrush.,10,828,756,0,5,22,26
A young girl who is brushing her teeth with a toothbrush.,11,1044,972,0,5,6,24
A boy draped in a blanket holds a remote control on a couch,13,1116,900,0,5,1,17
A boy sitting on top of a couch under a pink blanket.,12,1044,900,0,5,3,49
A little boy sitting down with his blanket and a toy.,11,972,900,0,5,16,79
a kid is wearing a blanket on a coach,9,828,684,0,5,14,110
A boy covered up with his blanket holding the television remote,11,900,900,0,4,15,125
A little boy with a pink blanket and a remote control sitting on a couch.,15,1188,972,0,5,14,75
Three young men playing Wii on a projection television.,9,756,756,0,5,7,53
Three men laughing at some pictures from a projector.,9,684,684,0,3,190,3114
A group of gentleman playing video games in a dimly lit room.,12,1044,972,0,5,9,91
Some people chilling on the couch playing with a Nintendo Wii,11,900,900,0,5,2,70
A group of men playing a game with remote controllers.,10,756,684,0,3,15,88
A LITTLE ROOM AND DINING ROOM AREA WITH FURNITURE,9,684,684,0,3,48,266
 a living room with a big table next to a book shelf ,12,900,756,0,3,10,70
A living room decorated with a modern theme. ,8,612,540,0,3,7,0
a living room with wooden floors and furniture,8,612,612,0,3,24,44
The large room has a wooden table with chairs and a couch.,12,900,828,0,3,34,137
a living room that has some couches and tables in it,11,972,972,0,5,32,162
A living room with the walls painted orange-red color.  ,9,684,684,0,3,47,439
The room has red walls with a blue chair,9,684,684,0,3,31,128
"The room has red wall, white carpet and matching furniture.",10,756,756,0,3,17,38
A well-lit and well-decorated living room shows a glimpse of a glass front door through the corridor. ,17,1404,1260,0,6,45,489
a cat laying on top of a chair in the living room ,12,1044,972,0,5,3996,20539
a living room with a couch and large television,9,684,612,0,3,5,85
"A room with a couch, chair, table and television in it. ",11,828,756,0,3,103,181
"A living room with a chair, couch, and a TV",10,756,612,0,3,4,61
Cat sitting on recliner back in room facing the television,10,828,828,0,5,2930,14987
A group of women playing a game of soccer on field.,11,900,720,0,5,3,39
young females playing soccer on a green soccer field,9,756,756,0,5,0,2
A group of women running after a soccer ball,9,684,612,0,3,2,45
Girls face to a soccer ball during a game.,9,756,684,0,5,83,333
A soccer game where a girl in white is dribbling ahead of the girl in blue.,16,1332,1116,0,5,69,368
Group of small children running down the field playing soccer.,10,828,828,0,5,4,28
A group of young children playing a game of soccer.,10,756,576,0,3,3,5
people enjoying a game of kick ball with many younger ones involved,12,900,900,0,3,254,774
boys wearing red shirts running around after a soccer ball,10,900,900,0,5,16,61
A group of small children chasing a soccer ball,9,684,612,0,3,25,60
A vendor has lots of different vases for sale.,9,684,684,0,4,13,37
A view of a bunch of pottery at a very old store.,12,972,720,0,4,509,2283
People in a shop looking at a wide variety of pottery.,11,828,756,0,3,74,67
A family looking at vases and plates in a store.,10,828,756,0,5,112,369
Various pots and plates displayed next to a woman.,9,756,756,0,5,199,1133
A Man skis using a sail in open snow-packed field.,10,900,828,0,7,26,128
A man on a snowboard para sailing in the snow.,10,900,828,0,5,101,1145
A man on a snowboard using a parachute.,8,612,468,0,3,259,1867
A guy standing on a snowboard in the snow.,9,828,756,0,5,126,670
A man is on a snow board with a kite.,10,756,612,0,3,129,624
A girl with a kite running in the grass.,9,756,684,0,5,8,43
A LITTLE GIRL IS RUNNING WITH HER KITE IN A OPEN FIELD,12,1116,1044,0,5,1,6
a little girl is running on the grass with a kite,11,1044,972,0,5,0,3
A young girl running with a kite in a field.,10,900,756,0,5,0,2
A little girl laughs and runs with a kite in a grassy park.,13,1260,1116,0,6,1,16
A young lady throwing a blue frisbee while standing on a lush green field.,14,1260,1116,0,6,15,162
A blurred action photo of a girl throwing a disc,10,756,612,0,3,22,151
A WOMAN IS STANDING LOOKING AT SOMETHING ,7,684,684,0,5,217,664
a girl wearing an orange shirt on some grass,9,684,684,0,3,10,73
A girl throwing a boomerang in a backyard.,8,684,540,0,5,4,31
An old clock is illuminated at night on a street corner.,11,1044,1044,0,5,67,686
A large clock sitting on a sidewalk in front of a brick building.,13,1116,972,0,5,102,576
Blurry photograph of a lamppost clock light on a street corner,11,828,756,0,3,3,4
A street corner has a clock on a post.,9,684,540,0,3,71,189
a city street at night with a lit clock on the corner,12,900,828,0,3,440,1668
A baseball player holding a bat next to home plate.,10,828,756,0,5,25,6
"A batter, catcher and umpire in a baseball game with man recording.",12,900,828,0,3,80,712
some baseball players are playing baseball and a camera man,10,828,828,0,4,23,374
a couple of players at a baseball game,8,612,540,0,3,71,356
Batter taking swing at ball during televised baseball game.,9,756,756,0,5,7,81
 a castle and the big ben clocktower next to a river ,11,828,756,0,3,1,14
"The enveloping of an outside town in the picture. 
",9,684,612,0,3,1072,3012
A barge floating down a river with the skyline in the background.,12,972,828,0,5,100,831
"Tall building sitting on the rivers edge and a barge,",10,828,828,0,5,394,1506
Water traffic along the Thames by Big Ben,8,612,612,0,3,192,447
A baseball player with the Cardinals getting ready to hit a baseball.,12,1116,1044,0,4,54,263
